gene	20191001_sample_1_S1	20191001_sample_2_S3	20191001_sample_3_S5	20191001_sample_4_S7	20191001_sample_5_S9	20191001_sample_6_S11	20191003_sample_2_S13	20191003_sample_3_S15	20191003_sample_4_S17	20191003_sample_5_S19	20191003_sample_6_S21	20191010_sample_1_S2	20191010_sample_2_S4	20191010_sample_3_S6	20191010_sample_4_S8	20191010_sample_6_S10	20191010_sample_7_S12	20191028_sample_1_S14	20191028_sample_2_S16	20191028_sample_3_S18	20191028_sample_4_S20	20191028_sample_5_S22	20191030_sample_2_S24	20191030_sample_3_S26	20191030_sample_4_S28	20191030_sample_5_S30	20191101_sample_1_S32	20191101_sample_2_S34	20191101_sample_3_S36	20191101_sample_4_S38	20191101_sample_5_S40	20191101_sample_6_S23	20191104_sample_1_S25	20191104_sample_2_S27	20191104_sample_3_S29	20191104_sample_4_S31	20191105_sample_1_S33	20191105_sample_2_S35	20191105_sample_3_S37	20191105_sample_4_S39	20191105_sample_5_S41	20191106_sample_2_S42	20191106_sample_3_S44	20191106_sample_5_S46	20191107_sample_1_S48	20191107_sample_2_S50	20191107_sample_3_S52	20191107_sample_4_S54	20191108_sample_1_S56	20191108_sample_4_S58	20191108_sample_5_S60	20191114_sample_1_S43	20191114_sample_2_S45	20191114_sample_3_S47	20191114_sample_4_S49	20191114_sample_5_S51	20191114_sample_7_S53	20191114_sample_8_S55	20191114_sample_9_S57	BLANK_1_S59	BLANK_2_S61	BLANK_3_S62	Undetermined_S0
Mir375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl21a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deptor	1581	0	0	46	0	0	1	0	0	0	197	434	1980	1844	0	1471	0	0	0	17	0	0	0	0	0	2	1	0	2	0	357	495	0	1	0	0	1	0	0	884	48	4	0	2	0	713	0	0	0	0	12	822	0	0	0	0	229	0	0	1	0	0	332
Nipal2	68	0	8	0	2	0	0	3	0	0	0	0	0	682	0	1	0	0	0	1241	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	284	0	0	0	0	189	0	0	0	0	0	713	0	0	0	0	0	0	72	0	0	0	8	0	0	0	0	99
Simc1	693	0	391	0	0	0	0	63	0	647	0	0	391	0	0	0	106	0	0	0	0	0	6	0	0	0	2330	247	64	10	605	12	58	4	0	0	0	0	0	0	47	0	182	0	0	0	0	1347	173	0	0	1803	0	1775	0	0	0	0	0	0	0	0	324
Trim26	0	0	0	0	0	0	0	0	0	0	485	0	0	91	0	1216	488	0	0	0	0	0	3	0	0	0	140	0	0	0	0	63	0	0	0	0	0	0	0	0	0	1	509	0	0	43	694	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	100
Cspg4	0	0	0	0	0	0	0	0	0	0	0	0	558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48
Chil4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Cd19	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Cd14	0	0	0	0	0	0	0	0	0	0	0	0	339	381	0	0	1552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63
Cct8	3907	0	750	1880	0	517	1	6	0	9642	102	1	5355	9617	491	9471	635	0	0	2255	0	8	0	696	1366	17	5456	3541	0	560	5385	1	3556	2	0	2181	1307	1253	2	240	2023	2188	0	7447	0	4432	1220	13	1	0	85	249	2	2	0	0	0	1	759	0	0	0	2660
Nsun3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem67	79	0	0	605	0	257	0	0	202	1148	58	52	2081	1118	177	34	496	852	0	1193	0	0	4	112	0	2	918	3	6	1195	0	549	0	3	0	142	1	0	93	433	13	0	993	0	0	0	1	474	0	0	47	0	0	961	4	0	100	0	0	0	0	0	420
Mal2	1350	0	0	0	0	353	0	0	1420	4781	0	2286	1250	2616	0	0	148	0	0	940	0	16	0	8	0	428	2649	19	1	1338	6162	14	144	0	0	0	0	0	55	0	894	4889	0	2515	0	3910	1	0	1	403	1464	0	0	75	0	1	56	0	0	0	0	0	1379
Lmf2	269	0	0	0	0	0	0	0	0	0	21	0	0	1	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	27	134	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	33
Utp15	13	0	0	332	565	1791	0	400	2461	0	0	1719	244	16	552	908	220	0	0	890	0	0	0	902	0	76	2533	2067	0	3	2169	0	0	0	0	1292	5	2	1301	5	147	0	0	0	0	1229	1	200	0	0	3	0	0	588	0	0	1769	656	0	0	0	0	761
Rfesd	0	0	0	296	0	0	0	0	0	0	0	1868	991	106	0	37	0	0	0	1039	0	4	0	1063	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	97	194	1811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305
9930012K11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	830	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	72	0	0	504	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	50
Arnt2	2751	0	73	28	421	441	0	362	815	2612	989	78	2811	897	32	525	667	101	0	2019	0	7	0	4	0	1918	68	485	821	1285	0	2	1080	4	0	0	0	0	470	5	1907	2098	41	1863	2	1266	131	4	0	0	30	1593	1	1326	0	0	1	0	103	0	0	0	1120
Emp3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Adam24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam26a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scgb1b15 Scgb1b17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tstd3	0	0	0	0	0	0	1	0	0	128	0	410	477	658	0	1158	0	0	325	0	940	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	115	0	0	348	0	0	0	0	0	792	0	0	0	0	0	0	0	0	0	0	0	0	155
Adgrg4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actl7b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgl3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Slc43a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
Rps13	0	5	0	68	0	0	0	7	53	88	0	13	13	6	0	10	2	0	0	0	0	0	0	86	122	0	16	0	0	165	0	47	0	0	0	0	0	0	0	91	4	0	4	0	0	0	7	0	0	6	0	0	0	0	0	0	0	0	14	0	0	0	26
Mpnd	0	0	0	0	0	0	0	0	0	0	0	0	383	0	0	0	0	2	0	0	0	0	0	0	0	0	372	0	0	353	0	0	0	1	0	721	0	0	0	664	35	0	42	98	0	0	0	11	0	69	110	0	0	0	0	1	0	0	0	0	0	0	77
2700062C07Rik	0	0	0	0	1	0	0	0	0	193	0	0	210	280	0	1374	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	0	0	26	0	0	0	0	0	80	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	77
Atp2b1	7872	6	562	1925	2132	2669	0	3678	17	5299	2768	4340	1526	7787	946	5290	11766	356	0	2070	0	5	64	12833	37	6097	5424	16749	832	3580	6848	5372	1	1265	4	4297	13	397	81	346	520	1363	5003	923	462	622	3116	1607	1019	3428	1960	2774	5	3211	1078	2	5358	1475	1952	0	0	0	4890
Tmem144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	5	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	475	0	0	1083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60
Rnf31	0	0	0	0	4	0	0	0	0	178	182	0	0	217	0	300	269	115	0	2163	0	0	0	98	0	3	0	298	0	558	0	0	0	0	0	0	0	0	41	0	143	0	127	0	0	77	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154
Klf8	0	0	0	0	0	0	0	1270	0	0	0	0	0	1165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	579	0	0	0	0	0	649	0	0	0	0	0	93
C9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpe	12952	168	3220	8964	7529	2899	2595	4246	1779	14041	3491	81	13601	22531	4758	14590	3236	1304	0	4337	1925	16	4929	3514	6	1057	2396	1595	4632	3705	6193	2592	4090	14	16	3475	4034	2278	13396	5104	6089	9144	1437	613	984	2274	8664	776	3475	5110	2687	1769	1969	5248	4520	2	3469	2583	11860	0	1	1	8303
Mir216a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bmi1	0	0	0	153	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1808	0	364	0	0	5	0	0	3	1	0	0	0	0	0	98	0	0	0	0	1	330	0	0	0	1899	0	0	1221	0	0	0	29	0	0	0	0	192
Cxcr5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2g1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxaas3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Guca1b	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ccar2	1	0	927	1	0	145	1	6	0	1139	0	0	0	1652	0	202	112	0	0	853	0	3	0	402	0	12	1	914	0	606	1497	0	0	1	0	0	1240	0	0	1136	450	1145	8	0	0	662	0	35	0	0	0	0	0	389	0	0	0	113	0	0	0	1	459
Zcchc17	0	0	14	0	6	0	0	0	0	886	56	142	1028	1649	0	2654	0	125	0	0	0	1	0	472	197	1088	4	19	678	0	1145	10	0	0	187	0	0	0	0	1	325	343	156	242	0	156	232	0	401	0	5	0	0	3	0	0	11	0	0	0	0	0	353
Prdm9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	79	0	0	0	342	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	120	0	0	0	0	0	0	633	0	0	0	0	0	0	0	0	40
Epsti1	0	75	0	0	0	0	673	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18
Ccdc183	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrch4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gmppb	0	0	0	0	0	0	0	0	0	0	0	0	0	687	0	0	0	0	0	0	0	1297	1	51	0	0	0	0	0	0	18	0	0	1	0	0	0	0	0	0	63	0	296	0	0	17	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	107
Ceacam19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl37rt	139	22	15	17	55	106	142	59	57	134	0	186	107	102	23	179	98	20	4	23	50	140	83	27	0	2	118	52	75	29	157	102	225	119	11	44	209	185	0	37	14	210	38	269	0	160	39	6	182	37	16	0	0	35	9	0	32	14	88	0	0	0	214
Mrpl44	354	0	0	0	0	0	0	0	0	0	0	0	0	507	0	0	305	8	0	0	0	0	0	4	0	0	586	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	560	0	0	0	0	0	0	509	0	0	0	0	0	0	0	1	0	0	0	89
2610524H06Rik	0	0	231	0	177	0	0	280	0	0	0	158	9	527	382	0	0	0	0	0	0	0	0	0	0	2	146	0	0	994	30	0	0	291	0	0	0	0	1	0	35	0	0	0	0	359	3	0	0	1	0	70	0	0	0	0	0	20	210	0	0	0	108
Trim8	392	0	263	2	79	0	0	105	0	685	151	129	16	64	65	34	14	453	0	0	0	0	0	161	0	495	119	75	0	130	2	61	0	0	0	311	95	0	0	0	128	0	1	0	0	440	322	2	0	0	1	170	63	12	6	1	0	0	0	0	0	0	161
Setbp1	0	0	91	0	0	477	0	0	0	0	0	0	0	0	0	82	17	414	0	526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417	0	0	0	0	0	0	75	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	81
Lmod2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nat8f2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas1r1	0	0	0	0	95	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	55	0	0	339	0	72	899	0	0	0	0	0	507	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44
E030011O05Rik	0	0	0	0	0	0	0	0	0	0	0	0	71	0	16	156	6	0	0	98	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	25	0	0	0	0	2	0	0	0	0	0	0	0	0	9
Gm20754	0	0	271	0	0	0	0	0	1747	0	0	0	0	0	0	0	74	419	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79
Muc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Slc8b1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Rtl5	0	1	15	0	188	0	0	15	56	0	1	0	0	42	0	0	0	0	0	0	0	0	0	37	0	2	0	1	0	0	0	0	0	0	0	0	0	0	446	950	55	0	0	0	0	26	0	255	0	0	0	0	0	0	724	0	0	0	0	0	0	0	98
Prnd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vps54	0	0	226	104	0	0	0	17	0	7	1	1972	2313	0	0	0	150	0	0	142	0	0	0	872	0	39	0	0	991	0	0	0	0	0	0	0	0	0	24	1	0	0	146	1436	0	0	0	0	0	0	0	66	0	145	0	0	196	0	0	0	0	0	232
Gm19434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11
Chek2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Ambp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptprs	1532	3	632	595	826	226	0	556	4875	3339	1393	1548	5133	260	168	5905	383	183	0	271	0	3	182	1158	50	92	2253	1895	305	340	0	214	439	1	0	2610	1	799	538	2919	1193	746	1056	853	0	735	791	5	55	956	89	349	0	818	69	0	1101	1438	2217	0	0	0	1755
Gsc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110059G10Rik	0	0	0	0	0	0	0	0	0	1	0	0	0	212	0	628	196	275	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	514	0	0	0	12	1098	0	376	0	0	0	0	0	539	0	0	0	0	0	0	0	4	0	0	0	0	178
Rps20	118	27	81	0	0	49	126	0	136	557	12	692	329	427	35	518	221	66	131	0	0	2	305	29	222	5	680	0	63	510	141	164	352	95	84	280	295	74	223	87	43	273	91	553	209	951	387	0	45	125	2	0	0	63	80	0	106	122	327	0	0	0	280
Rpl39l	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Padi1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc187	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc157	0	0	1	832	0	588	0	0	0	0	377	5	85	17	0	44	3	0	0	0	0	0	0	3	319	1945	0	0	0	482	1	0	0	0	0	0	0	0	0	0	69	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124
Gm11837	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	20
Gm3776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9230102K24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir26a-1	19	0	5	0	0	5	0	11	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	7	0	32	0	7	0	0	0	0	0	0	0	0	0	0	0	11	3	0	0	0	0	0	0	0	0	0	2	0	0	9	0	0	4	0	0	0	0	0	6
Zscan4a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lncenc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mannr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E130114P18Rik	0	773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42
4833412C05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Birc7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zmym4	0	0	49	0	10	0	0	82	132	103	27	0	67	0	565	0	505	0	0	0	0	0	0	442	3	547	0	1	7	26	0	0	0	0	0	497	0	0	1659	38	24	0	151	41	0	0	169	8	0	0	706	152	0	0	3	0	3	2	0	0	0	0	174
Tbck	972	0	0	0	56	0	1	6	1171	1007	11	37	1622	617	0	884	1	180	0	1261	0	7	1	870	1	2	3216	13	0	2799	5	1	0	1	0	6	0	1	0	1893	186	2945	130	469	0	1365	3	2	0	2	0	0	0	1307	0	0	0	236	0	2	0	1	858
Cxcl9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfng	0	0	0	0	0	0	409	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19
Oas1f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
